date,vehicle_id,model,region,repair_type,issue_category,technician_level,service_cycle_time_hrs,mtbf_hours,fleet_uptime_pct,resolution_rate,parts_cost,labor_cost,total_cost
2026-04-12,RBT0067,Model Y,Austin TX,B2B Customer,Brake System,Junior,3.74,282.62,79.59,0.977,1576.4,490.59,2066.9900000000002
2026-04-12,RBT0084,Model Y,Austin TX,Tesla Fleet,Camera Calibration,Senior,4.96,352.52,75.91,0.922,887.01,629.92,1516.9299999999998
2026-04-12,RBT0184,Cybercab,Las Vegas NV,Robotaxi Repair,Software Update,Mid,3.01,276.1,83.27,0.882,825.73,297.51,1123.24
2026-04-12,RBT0097,Model Y,Austin TX,Scheduled Maintenance,Brake System,Junior,0.64,221.34,90.77,0.907,256.12,75.0,331.12
2026-04-12,RBT0007,Cybercab,Miami FL,Robotaxi Repair,Electrical Issue,Senior,4.49,399.97,77.9,0.986,1830.08,379.94,2210.02
2026-04-12,RBT0123,Model 3,Las Vegas NV,Tesla Fleet,Software Update,Mid,2.94,145.12,82.57,0.86,931.4,221.65,1153.05
2026-04-12,RBT0048,Cybercab,Austin TX,Scheduled Maintenance,Camera Calibration,Mid,1.29,153.33,89.31,0.953,648.92,124.79,773.7099999999999
2026-04-12,RBT0174,Model 3,Austin TX,B2B Customer,Battery Issue,Senior,4.36,249.11,77.11,0.877,959.9,646.43,1606.33
2026-04-12,RBT0039,Model Y,Austin TX,Tesla Fleet,Software Update,Mid,2.84,509.02,83.33,0.967,1298.15,317.37,1615.52
2026-04-12,RBT0137,Model 3,Las Vegas NV,Scheduled Maintenance,Electrical Issue,Junior,1.52,398.9,87.02,0.938,802.21,139.67,941.88
2026-04-12,RBT0171,Cybercab,Miami FL,B2B Customer,Tire Replacement,Senior,2.0,315.22,88.0,0.864,1368.89,152.29,1521.18
2026-04-12,RBT0006,Cybercab,Phoenix AZ,Emergency Repair,Battery Issue,Senior,5.88,114.47,75.0,0.94,199.52,724.93,924.4499999999999
2026-04-12,RBT0123,Model 3,Las Vegas NV,Robotaxi Repair,Camera Calibration,Senior,4.78,141.14,75.59,0.881,486.01,592.19,1078.2
2026-04-12,RBT0017,Model 3,Las Vegas NV,Scheduled Maintenance,Brake System,Junior,1.01,383.64,89.11,0.863,1295.33,123.82,1419.1499999999999
2026-04-12,RBT0098,Model Y,Las Vegas NV,Tesla Fleet,Tire Replacement,Senior,3.52,441.2,81.57,0.921,617.86,367.45,985.31
2026-04-12,RBT0189,Cybercab,Miami FL,Emergency Repair,Tire Replacement,Junior,4.61,333.9,76.86,0.862,1453.3,597.41,2050.71
2026-04-12,RBT0008,Model Y,Miami FL,Scheduled Maintenance,Sensor Failure,Senior,1.74,508.34,85.85,0.98,1093.54,176.61,1270.15
2026-04-12,RBT0166,Cybercab,San Francisco CA,Robotaxi Repair,Tire Replacement,Senior,1.86,277.24,86.34,0.929,844.45,184.57,1029.02
2026-04-12,RBT0114,Model Y,Las Vegas NV,Emergency Repair,Sensor Failure,Senior,7.98,380.89,75.0,0.938,1526.57,1149.42,2675.99
2026-04-12,RBT0037,Cybercab,Phoenix AZ,Tesla Fleet,Brake System,Junior,2.18,364.05,84.3,0.909,805.9,178.86,984.76
2026-04-12,RBT0056,Model 3,Phoenix AZ,Emergency Repair,Brake System,Senior,3.74,440.82,79.04,0.92,304.44,460.27,764.71
2026-04-12,RBT0102,Cybercab,San Francisco CA,B2B Customer,Brake System,Senior,1.95,428.07,86.83,0.935,1902.25,171.0,2073.25
2026-04-12,RBT0081,Model 3,San Francisco CA,Tesla Fleet,Sensor Failure,Mid,3.69,206.41,79.99,0.928,729.48,422.16,1151.64
2026-04-12,RBT0090,Model Y,Phoenix AZ,B2B Customer,Brake System,Junior,2.75,324.23,82.43,0.971,415.13,314.01,729.14
2026-04-12,RBT0171,Cybercab,Miami FL,B2B Customer,Tire Replacement,Senior,4.65,311.73,75.25,0.887,549.41,384.8,934.21
2026-04-12,RBT0174,Model 3,Austin TX,Scheduled Maintenance,Electrical Issue,Senior,0.88,268.8,91.21,0.898,405.1,116.56,521.6600000000001
2026-04-12,RBT0041,Cybercab,Phoenix AZ,Tesla Fleet,Brake System,Senior,2.6,183.93,85.91,0.866,1205.8,208.33,1414.1299999999999
2026-04-12,RBT0191,Model 3,San Francisco CA,Tesla Fleet,Sensor Failure,Mid,1.42,318.86,89.72,0.938,629.29,133.99,763.28
2026-04-12,RBT0068,Cybercab,Phoenix AZ,Scheduled Maintenance,Sensor Failure,Senior,1.44,157.08,89.51,0.9,1775.0,135.99,1910.99
2026-04-12,RBT0158,Model Y,San Francisco CA,Tesla Fleet,Tire Replacement,Senior,4.82,315.39,75.0,0.925,1059.43,403.08,1462.51
2026-04-12,RBT0056,Model 3,Phoenix AZ,Emergency Repair,Tire Replacement,Junior,2.71,458.25,81.88,0.925,508.0,274.79,782.79
2026-04-12,RBT0184,Cybercab,Las Vegas NV,Tesla Fleet,Camera Calibration,Junior,3.55,298.95,78.72,0.886,297.26,486.04,783.3
2026-04-12,RBT0136,Cybercab,Miami FL,Emergency Repair,Camera Calibration,Junior,4.32,432.62,75.75,0.901,534.22,359.07,893.29
2026-04-12,RBT0092,Cybercab,Las Vegas NV,Scheduled Maintenance,Tire Replacement,Mid,0.97,476.27,90.02,0.864,1542.99,120.1,1663.09
2026-04-12,RBT0038,Cybercab,Las Vegas NV,Robotaxi Repair,Tire Replacement,Junior,2.17,359.04,87.41,0.93,1337.89,307.3,1645.19
2026-04-12,RBT0111,Cybercab,Austin TX,B2B Customer,Electrical Issue,Senior,3.03,418.09,84.16,0.894,538.28,354.03,892.31
2026-04-12,RBT0019,Cybercab,Las Vegas NV,Robotaxi Repair,Tire Replacement,Junior,1.54,306.99,87.13,0.912,1005.18,127.53,1132.71
2026-04-12,RBT0064,Cybercab,Las Vegas NV,Tesla Fleet,Brake System,Senior,3.01,365.52,83.78,0.934,1674.48,247.25,1921.73
2026-04-12,RBT0079,Model 3,Miami FL,Scheduled Maintenance,Battery Issue,Mid,1.23,420.4,88.88,0.978,53.88,110.1,163.98
2026-04-12,RBT0134,Model Y,San Francisco CA,Emergency Repair,Camera Calibration,Senior,2.96,238.65,80.85,0.906,1664.83,356.3,2021.1299999999999
2026-04-12,RBT0099,Cybercab,San Francisco CA,Scheduled Maintenance,Battery Issue,Senior,1.62,457.32,89.01,0.884,870.52,160.94,1031.46
2026-04-12,RBT0195,Model 3,Miami FL,Scheduled Maintenance,Tire Replacement,Mid,1.33,470.65,89.55,0.98,514.11,187.76,701.87
2026-04-12,RBT0173,Model 3,Austin TX,Tesla Fleet,Brake System,Junior,4.96,161.75,75.0,0.851,1180.25,381.78,1562.03
2026-04-12,RBT0083,Model 3,San Francisco CA,Robotaxi Repair,Electrical Issue,Senior,4.07,332.46,76.05,0.885,50.9,588.97,639.87
2026-04-12,RBT0014,Model Y,Phoenix AZ,Scheduled Maintenance,Camera Calibration,Junior,1.32,343.89,89.6,0.917,362.49,170.63,533.12
2026-04-12,RBT0091,Model Y,Austin TX,B2B Customer,Sensor Failure,Junior,1.04,202.82,92.61,0.926,1804.29,111.11,1915.3999999999999
2026-04-12,RBT0187,Model 3,Miami FL,B2B Customer,Software Update,Junior,4.49,183.61,75.8,0.941,376.3,460.34,836.64
2026-04-12,RBT0147,Cybercab,Miami FL,Robotaxi Repair,Battery Issue,Senior,1.27,215.14,89.95,0.912,1684.86,160.05,1844.9099999999999
2026-04-12,RBT0026,Model 3,Miami FL,B2B Customer,Brake System,Senior,1.54,394.53,89.93,0.947,651.09,209.89,860.98
2026-04-12,RBT0007,Cybercab,Miami FL,B2B Customer,Tire Replacement,Senior,2.64,373.29,85.09,0.883,1188.32,336.73,1525.05
2026-04-12,RBT0174,Model 3,Austin TX,Scheduled Maintenance,Software Update,Senior,1.37,267.83,90.56,0.918,1327.27,166.5,1493.77
2026-04-12,RBT0128,Cybercab,San Francisco CA,Tesla Fleet,Camera Calibration,Junior,1.21,277.63,91.05,0.882,517.53,123.93,641.46
2026-04-12,RBT0156,Model Y,San Francisco CA,Emergency Repair,Camera Calibration,Mid,4.73,406.65,76.85,0.941,561.96,587.44,1149.4
2026-04-12,RBT0062,Model Y,San Francisco CA,Emergency Repair,Electrical Issue,Senior,2.58,145.39,84.88,0.854,676.3,370.31,1046.61
2026-04-12,RBT0071,Model 3,San Francisco CA,Scheduled Maintenance,Battery Issue,Junior,0.53,417.45,93.15,0.862,1453.17,63.4,1516.5700000000002
2026-04-12,RBT0017,Model 3,Las Vegas NV,Robotaxi Repair,Electrical Issue,Senior,4.43,397.4,75.72,0.91,1154.29,541.02,1695.31
2026-04-12,RBT0189,Cybercab,Miami FL,B2B Customer,Tire Replacement,Junior,1.75,335.83,89.38,0.936,1474.66,143.7,1618.3600000000001
2026-04-12,RBT0089,Model 3,Miami FL,Tesla Fleet,Electrical Issue,Mid,4.69,411.24,75.0,0.983,1918.88,518.04,2436.92
2026-04-12,RBT0153,Model 3,Austin TX,B2B Customer,Camera Calibration,Mid,2.35,300.64,85.36,0.918,1194.46,183.72,1378.18
2026-04-12,RBT0192,Model 3,San Francisco CA,Robotaxi Repair,Camera Calibration,Junior,2.68,406.11,84.94,0.986,725.86,309.96,1035.82
2026-04-13,RBT0052,Cybercab,Las Vegas NV,Scheduled Maintenance,Tire Replacement,Junior,1.98,241.13,86.98,0.943,743.21,267.75,1010.96
2026-04-13,RBT0200,Cybercab,Las Vegas NV,Robotaxi Repair,Camera Calibration,Mid,2.14,200.41,87.13,0.943,677.51,212.19,889.7
2026-04-13,RBT0002,Model Y,Austin TX,B2B Customer,Tire Replacement,Senior,1.52,421.75,89.96,0.948,778.54,185.97,964.51
2026-04-13,RBT0190,Model 3,Phoenix AZ,Emergency Repair,Sensor Failure,Senior,6.13,258.74,75.0,0.952,52.8,615.36,668.16
2026-04-13,RBT0140,Model Y,Miami FL,Emergency Repair,Sensor Failure,Junior,6.68,127.21,75.0,0.949,622.12,824.7,1446.8200000000002
2026-04-13,RBT0167,Model 3,Phoenix AZ,Tesla Fleet,Electrical Issue,Mid,3.71,280.19,81.42,0.898,1165.7,289.6,1455.3000000000002
2026-04-13,RBT0134,Model Y,San Francisco CA,Scheduled Maintenance,Software Update,Mid,1.54,247.24,86.78,0.981,1627.2,170.31,1797.51
2026-04-13,RBT0024,Model Y,Phoenix AZ,Scheduled Maintenance,Software Update,Mid,1.3,475.38,89.42,0.884,1800.92,102.72,1903.64
2026-04-13,RBT0032,Cybercab,San Francisco CA,Emergency Repair,Software Update,Mid,4.64,474.77,76.09,0.982,234.26,620.55,854.81
2026-04-13,RBT0125,Cybercab,Austin TX,Robotaxi Repair,Sensor Failure,Senior,3.76,272.7,78.39,0.914,1273.73,472.7,1746.43
2026-04-13,RBT0103,Model 3,Austin TX,Emergency Repair,Sensor Failure,Mid,7.34,461.38,75.0,0.872,80.05,979.93,1059.98
2026-04-13,RBT0071,Model 3,San Francisco CA,Emergency Repair,Brake System,Mid,4.74,400.59,76.36,0.911,1132.77,587.47,1720.24
2026-04-13,RBT0045,Model 3,Phoenix AZ,B2B Customer,Camera Calibration,Mid,2.51,358.3,83.97,0.9,320.63,284.35,604.98
2026-04-13,RBT0123,Model 3,Las Vegas NV,Emergency Repair,Battery Issue,Mid,7.26,126.4,75.0,0.91,799.8,1081.37,1881.1699999999998
2026-04-13,RBT0003,Cybercab,Phoenix AZ,Emergency Repair,Brake System,Senior,3.01,448.03,83.97,0.921,267.56,235.65,503.21000000000004
2026-04-13,RBT0085,Model Y,San Francisco CA,Robotaxi Repair,Software Update,Mid,2.41,152.21,84.02,0.969,515.4,261.07,776.47
2026-04-13,RBT0133,Model Y,Miami FL,Emergency Repair,Battery Issue,Junior,5.51,265.42,75.0,0.89,937.49,531.69,1469.18
2026-04-13,RBT0106,Model Y,Phoenix AZ,Robotaxi Repair,Tire Replacement,Senior,2.25,369.41,86.31,0.904,1542.04,249.65,1791.69
2026-04-13,RBT0016,Model 3,Phoenix AZ,Scheduled Maintenance,Camera Calibration,Mid,1.47,170.11,88.95,0.933,1314.25,132.34,1446.59
2026-04-13,RBT0121,Cybercab,Las Vegas NV,Scheduled Maintenance,Electrical Issue,Mid,1.48,181.93,89.08,0.873,1170.99,215.61,1386.6
2026-04-13,RBT0143,Model Y,Austin TX,B2B Customer,Software Update,Senior,1.61,123.06,88.97,0.914,1925.49,176.21,2101.7
2026-04-13,RBT0028,Model Y,Austin TX,Robotaxi Repair,Sensor Failure,Senior,1.02,412.32,91.51,0.912,1578.36,99.34,1677.6999999999998
2026-04-13,RBT0099,Cybercab,San Francisco CA,B2B Customer,Brake System,Junior,4.32,477.82,78.89,0.971,1063.55,519.49,1583.04
2026-04-13,RBT0103,Model 3,Austin TX,Scheduled Maintenance,Sensor Failure,Mid,0.84,472.63,92.6,0.916,1997.69,75.5,2073.19
2026-04-13,RBT0087,Model 3,Phoenix AZ,Tesla Fleet,Electrical Issue,Mid,2.56,197.94,84.46,0.88,1036.01,207.79,1243.8
2026-04-13,RBT0176,Cybercab,Las Vegas NV,Robotaxi Repair,Tire Replacement,Senior,3.66,424.21,79.28,0.985,666.96,459.64,1126.6
2026-04-13,RBT0147,Cybercab,Miami FL,Emergency Repair,Battery Issue,Junior,2.49,216.73,85.17,0.873,181.32,316.12,497.44
2026-04-13,RBT0126,Model 3,Las Vegas NV,Emergency Repair,Tire Replacement,Junior,5.84,137.11,75.0,0.943,311.62,622.05,933.67
2026-04-13,RBT0172,Model 3,Phoenix AZ,Tesla Fleet,Battery Issue,Senior,4.38,475.97,75.29,0.938,1609.61,576.17,2185.7799999999997
2026-04-13,RBT0187,Model 3,Miami FL,Tesla Fleet,Battery Issue,Senior,2.47,190.5,86.48,0.909,675.94,289.9,965.84
2026-04-13,RBT0085,Model Y,San Francisco CA,Robotaxi Repair,Tire Replacement,Junior,2.66,139.62,82.04,0.923,929.49,241.61,1171.1
2026-04-13,RBT0117,Cybercab,Miami FL,Emergency Repair,Tire Replacement,Senior,3.45,151.26,79.85,0.874,510.09,451.23,961.3199999999999
2026-04-13,RBT0039,Model Y,Austin TX,Tesla Fleet,Battery Issue,Senior,3.87,480.07,80.13,0.947,158.8,507.32,666.12
2026-04-13,RBT0016,Model 3,Phoenix AZ,Tesla Fleet,Battery Issue,Mid,4.35,139.1,75.29,0.904,399.32,554.04,953.3599999999999
2026-04-13,RBT0170,Model Y,Phoenix AZ,Tesla Fleet,Electrical Issue,Junior,2.33,500.42,84.42,0.868,1652.15,210.06,1862.21
2026-04-13,RBT0155,Model Y,San Francisco CA,Scheduled Maintenance,Tire Replacement,Junior,0.73,203.99,90.98,0.976,114.93,83.57,198.5
2026-04-13,RBT0082,Model 3,Miami FL,Robotaxi Repair,Sensor Failure,Mid,1.01,185.25,90.72,0.883,628.66,91.63,720.29
2026-04-13,RBT0185,Model Y,Phoenix AZ,Tesla Fleet,Tire Replacement,Mid,1.01,313.98,92.66,0.955,1942.47,91.35,2033.82
2026-04-13,RBT0120,Model 3,Miami FL,Tesla Fleet,Brake System,Mid,1.3,312.14,88.32,0.963,1344.74,145.27,1490.01
2026-04-13,RBT0123,Model 3,Las Vegas NV,B2B Customer,Battery Issue,Junior,1.38,140.84,90.76,0.888,1297.67,178.61,1476.2800000000002
2026-04-13,RBT0042,Cybercab,Miami FL,Tesla Fleet,Electrical Issue,Junior,2.9,425.98,83.59,0.979,763.42,274.7,1038.12
2026-04-13,RBT0090,Model Y,Phoenix AZ,Tesla Fleet,Camera Calibration,Mid,1.68,290.05,89.54,0.87,1458.72,156.78,1615.5
2026-04-13,RBT0166,Cybercab,San Francisco CA,Tesla Fleet,Tire Replacement,Mid,1.62,246.74,86.41,0.895,1462.34,164.76,1627.1
2026-04-13,RBT0010,Model 3,Austin TX,B2B Customer,Sensor Failure,Mid,4.58,462.45,77.89,0.936,58.32,469.02,527.34
2026-04-13,RBT0097,Model Y,Austin TX,Emergency Repair,Camera Calibration,Junior,4.84,249.83,75.0,0.888,1037.83,375.95,1413.78
2026-04-13,RBT0148,Model Y,Austin TX,Tesla Fleet,Brake System,Senior,4.18,287.21,78.25,0.881,763.67,425.52,1189.19
2026-04-13,RBT0099,Cybercab,San Francisco CA,B2B Customer,Camera Calibration,Mid,3.36,458.53,82.08,0.928,1771.77,406.39,2178.16
2026-04-13,RBT0056,Model 3,Phoenix AZ,Scheduled Maintenance,Battery Issue,Senior,1.69,463.19,86.15,0.972,1447.31,188.12,1635.4299999999998
2026-04-13,RBT0023,Model Y,Las Vegas NV,B2B Customer,Electrical Issue,Junior,4.63,128.13,76.2,0.953,295.26,565.87,861.13
2026-04-13,RBT0181,Cybercab,Las Vegas NV,Robotaxi Repair,Camera Calibration,Senior,2.16,196.16,85.84,0.977,101.14,235.24,336.38
2026-04-13,RBT0188,Cybercab,San Francisco CA,Tesla Fleet,Sensor Failure,Mid,2.65,289.55,83.35,0.895,1210.74,320.31,1531.05
2026-04-13,RBT0109,Model 3,Austin TX,Robotaxi Repair,Tire Replacement,Mid,2.29,501.33,86.92,0.92,1588.79,294.29,1883.08
2026-04-13,RBT0038,Cybercab,Las Vegas NV,B2B Customer,Software Update,Junior,1.68,335.27,87.02,0.853,828.63,212.58,1041.21
2026-04-13,RBT0157,Model Y,San Francisco CA,Emergency Repair,Sensor Failure,Junior,6.96,218.1,75.0,0.968,1491.03,650.51,2141.54
2026-04-13,RBT0160,Cybercab,Miami FL,B2B Customer,Battery Issue,Senior,1.31,250.87,90.74,0.968,1964.99,113.05,2078.04
2026-04-13,RBT0023,Model Y,Las Vegas NV,Robotaxi Repair,Electrical Issue,Junior,3.19,132.35,82.97,0.88,1129.86,401.82,1531.6799999999998
2026-04-13,RBT0079,Model 3,Miami FL,Robotaxi Repair,Battery Issue,Junior,3.86,389.26,78.05,0.896,315.91,365.42,681.33
2026-04-13,RBT0006,Cybercab,Phoenix AZ,Emergency Repair,Software Update,Junior,3.72,112.89,78.41,0.868,1419.79,283.47,1703.26
2026-04-13,RBT0031,Model Y,Las Vegas NV,Robotaxi Repair,Software Update,Junior,2.79,445.53,82.06,0.942,364.18,347.88,712.06
2026-04-13,RBT0161,Model 3,Las Vegas NV,Tesla Fleet,Sensor Failure,Senior,3.34,243.53,79.45,0.98,704.52,441.17,1145.69
2026-04-13,RBT0101,Model Y,Austin TX,Emergency Repair,Battery Issue,Mid,2.7,229.64,85.74,0.876,597.32,351.57,948.8900000000001
2026-04-13,RBT0160,Cybercab,Miami FL,Emergency Repair,Battery Issue,Mid,6.41,255.99,75.0,0.976,1097.84,945.62,2043.46
2026-04-13,RBT0063,Cybercab,Phoenix AZ,Emergency Repair,Electrical Issue,Mid,4.75,309.36,75.0,0.86,586.39,552.87,1139.26
2026-04-13,RBT0190,Model 3,Phoenix AZ,Robotaxi Repair,Tire Replacement,Mid,1.16,250.15,89.15,0.98,784.6,98.12,882.72
2026-04-13,RBT0103,Model 3,Austin TX,B2B Customer,Sensor Failure,Senior,4.88,472.92,76.03,0.873,184.28,638.79,823.0699999999999
2026-04-13,RBT0186,Cybercab,San Francisco CA,B2B Customer,Brake System,Junior,3.35,267.66,82.28,0.944,1165.77,429.16,1594.93
2026-04-13,RBT0096,Model Y,Miami FL,Scheduled Maintenance,Software Update,Senior,1.59,119.29,87.58,0.982,354.59,152.51,507.09999999999997
2026-04-13,RBT0102,Cybercab,San Francisco CA,B2B Customer,Camera Calibration,Junior,1.66,455.66,89.86,0.97,433.75,214.62,648.37
2026-04-13,RBT0185,Model Y,Phoenix AZ,Robotaxi Repair,Software Update,Senior,4.76,301.02,76.07,0.88,1222.71,366.61,1589.3200000000002
2026-04-13,RBT0002,Model Y,Austin TX,B2B Customer,Brake System,Senior,1.11,431.24,91.2,0.979,1645.49,86.75,1732.24
2026-04-13,RBT0009,Model 3,San Francisco CA,Robotaxi Repair,Battery Issue,Mid,1.3,348.46,91.29,0.876,1975.33,121.81,2097.14
2026-04-13,RBT0044,Model 3,Miami FL,Tesla Fleet,Brake System,Mid,3.7,244.9,80.87,0.929,1171.8,340.54,1512.34
2026-04-13,RBT0176,Cybercab,Las Vegas NV,Tesla Fleet,Sensor Failure,Mid,2.66,398.25,85.78,0.947,433.4,389.9,823.3
2026-04-13,RBT0075,Model 3,Las Vegas NV,Tesla Fleet,Sensor Failure,Mid,4.69,482.36,75.66,0.964,1775.44,655.96,2431.4
2026-04-13,RBT0025,Model Y,San Francisco CA,B2B Customer,Tire Replacement,Senior,2.79,465.76,83.72,0.96,205.39,398.34,603.73
2026-04-13,RBT0059,Cybercab,Austin TX,Emergency Repair,Sensor Failure,Mid,3.45,353.29,81.16,0.888,1144.72,352.66,1497.38
2026-04-13,RBT0067,Model Y,Austin TX,Tesla Fleet,Sensor Failure,Senior,3.8,255.41,80.41,0.917,488.74,495.84,984.5799999999999
2026-04-13,RBT0107,Cybercab,Austin TX,B2B Customer,Sensor Failure,Junior,2.93,318.38,84.3,0.86,899.68,398.25,1297.9299999999998
2026-04-13,RBT0149,Model Y,Austin TX,Emergency Repair,Electrical Issue,Mid,4.36,226.26,76.69,0.938,732.66,570.39,1303.05
2026-04-13,RBT0053,Model Y,Phoenix AZ,Robotaxi Repair,Battery Issue,Senior,2.0,374.67,87.26,0.972,130.61,245.51,376.12
2026-04-13,RBT0153,Model 3,Austin TX,Scheduled Maintenance,Camera Calibration,Junior,1.5,285.58,90.14,0.971,1338.15,196.04,1534.19
2026-04-13,RBT0065,Model 3,Austin TX,Tesla Fleet,Electrical Issue,Junior,3.71,262.76,80.75,0.944,565.15,452.4,1017.55
2026-04-14,RBT0025,Model Y,San Francisco CA,Robotaxi Repair,Electrical Issue,Mid,2.42,456.42,85.53,0.987,328.53,301.28,629.81
2026-04-14,RBT0069,Cybercab,Phoenix AZ,Scheduled Maintenance,Brake System,Senior,1.26,383.44,91.48,0.966,1901.85,164.48,2066.33
2026-04-14,RBT0037,Cybercab,Phoenix AZ,Emergency Repair,Brake System,Mid,4.9,345.93,75.0,0.887,1690.67,677.53,2368.2
2026-04-14,RBT0119,Model Y,Austin TX,Tesla Fleet,Electrical Issue,Junior,4.91,462.24,75.0,0.888,1466.61,451.41,1918.02
2026-04-14,RBT0026,Model 3,Miami FL,Scheduled Maintenance,Tire Replacement,Junior,0.94,376.83,92.55,0.947,1816.08,130.13,1946.21
2026-04-14,RBT0001,Cybercab,Phoenix AZ,B2B Customer,Brake System,Junior,2.38,131.59,85.92,0.877,283.54,287.26,570.8
2026-04-14,RBT0078,Model Y,Miami FL,Tesla Fleet,Tire Replacement,Mid,3.13,418.02,80.06,0.978,1487.45,291.64,1779.0900000000001
2026-04-14,RBT0057,Model 3,Las Vegas NV,Robotaxi Repair,Tire Replacement,Junior,1.65,230.54,89.06,0.958,587.49,179.17,766.66
2026-04-14,RBT0194,Model Y,Las Vegas NV,Scheduled Maintenance,Camera Calibration,Mid,0.59,209.53,93.04,0.903,599.53,66.95,666.48
2026-04-14,RBT0001,Cybercab,Phoenix AZ,B2B Customer,Sensor Failure,Mid,4.93,125.48,75.0,0.861,127.6,395.38,522.98
2026-04-14,RBT0128,Cybercab,San Francisco CA,Robotaxi Repair,Sensor Failure,Junior,2.18,305.57,85.09,0.958,775.24,262.26,1037.5
2026-04-14,RBT0158,Model Y,San Francisco CA,Tesla Fleet,Software Update,Junior,1.45,316.37,88.19,0.932,88.51,139.13,227.64
2026-04-14,RBT0012,Model Y,Miami FL,Emergency Repair,Sensor Failure,Junior,5.95,487.17,75.0,0.874,425.07,477.89,902.96
2026-04-14,RBT0046,Model 3,Phoenix AZ,Tesla Fleet,Camera Calibration,Junior,5.0,195.33,75.0,0.852,1917.35,483.12,2400.47
2026-04-14,RBT0100,Model 3,Las Vegas NV,Tesla Fleet,Sensor Failure,Junior,1.29,170.34,90.3,0.888,1937.14,104.3,2041.44
2026-04-14,RBT0002,Model Y,Austin TX,Tesla Fleet,Battery Issue,Junior,1.87,422.58,87.3,0.914,667.17,194.34,861.51
2026-04-14,RBT0018,Model 3,San Francisco CA,Robotaxi Repair,Electrical Issue,Mid,2.78,272.39,84.01,0.887,566.51,255.98,822.49
2026-04-14,RBT0042,Cybercab,Miami FL,Robotaxi Repair,Battery Issue,Mid,1.08,414.05,89.55,0.868,942.76,85.51,1028.27
2026-04-14,RBT0178,Model Y,Phoenix AZ,B2B Customer,Sensor Failure,Mid,4.11,341.6,76.32,0.985,288.22,332.99,621.21
2026-04-14,RBT0135,Model Y,Austin TX,Scheduled Maintenance,Software Update,Senior,1.21,331.85,88.8,0.902,425.98,100.59,526.57
2026-04-14,RBT0158,Model Y,San Francisco CA,Scheduled Maintenance,Sensor Failure,Senior,1.79,334.54,85.6,0.886,1410.15,200.72,1610.8700000000001
2026-04-14,RBT0124,Model Y,Phoenix AZ,Tesla Fleet,Battery Issue,Junior,1.49,227.95,88.8,0.92,195.04,127.68,322.72
2026-04-14,RBT0032,Cybercab,San Francisco CA,Scheduled Maintenance,Software Update,Mid,1.6,469.83,90.29,0.895,1462.99,141.26,1604.25
2026-04-14,RBT0188,Cybercab,San Francisco CA,Robotaxi Repair,Camera Calibration,Senior,2.75,287.65,84.51,0.91,1206.31,271.54,1477.85
2026-04-14,RBT0055,Cybercab,Austin TX,B2B Customer,Electrical Issue,Junior,2.63,475.97,82.1,0.98,1484.0,318.19,1802.19
2026-04-14,RBT0185,Model Y,Phoenix AZ,B2B Customer,Electrical Issue,Junior,4.33,311.63,75.34,0.958,1682.8,576.0,2258.8
2026-04-14,RBT0196,Model 3,San Francisco CA,Robotaxi Repair,Electrical Issue,Senior,3.44,212.2,79.31,0.951,1267.45,501.58,1769.03
2026-04-14,RBT0063,Cybercab,Phoenix AZ,Robotaxi Repair,Electrical Issue,Senior,1.54,300.03,89.74,0.876,1065.54,214.95,1280.49
2026-04-14,RBT0063,Cybercab,Phoenix AZ,Tesla Fleet,Tire Replacement,Junior,2.34,295.65,86.86,0.937,1611.02,222.12,1833.1399999999999
2026-04-14,RBT0067,Model Y,Austin TX,B2B Customer,Battery Issue,Senior,2.32,249.76,84.94,0.886,388.74,216.55,605.29
2026-04-14,RBT0022,Cybercab,Austin TX,Scheduled Maintenance,Tire Replacement,Senior,1.78,273.59,89.15,0.927,1763.52,138.61,1902.13
2026-04-14,RBT0075,Model 3,Las Vegas NV,Robotaxi Repair,Electrical Issue,Junior,3.26,477.18,82.2,0.916,1647.43,290.9,1938.33
2026-04-14,RBT0021,Cybercab,Phoenix AZ,Scheduled Maintenance,Brake System,Mid,1.25,220.67,90.46,0.914,1039.82,94.57,1134.3899999999999
2026-04-14,RBT0147,Cybercab,Miami FL,Robotaxi Repair,Camera Calibration,Senior,4.56,202.06,75.0,0.935,485.02,464.92,949.94
2026-04-14,RBT0026,Model 3,Miami FL,B2B Customer,Software Update,Senior,4.05,407.73,77.95,0.875,1145.76,507.56,1653.32
2026-04-14,RBT0150,Model Y,Austin TX,Scheduled Maintenance,Brake System,Junior,1.74,263.5,86.39,0.862,1661.22,250.6,1911.82
2026-04-14,RBT0093,Cybercab,Miami FL,Emergency Repair,Electrical Issue,Mid,6.4,163.17,75.0,0.968,832.28,903.31,1735.59
2026-04-14,RBT0146,Model Y,Miami FL,Emergency Repair,Electrical Issue,Mid,7.71,264.93,75.0,0.862,1930.32,898.6,2828.92
2026-04-14,RBT0007,Cybercab,Miami FL,Robotaxi Repair,Tire Replacement,Junior,3.5,389.69,79.14,0.942,1894.9,387.76,2282.66
2026-04-14,RBT0068,Cybercab,Phoenix AZ,Scheduled Maintenance,Software Update,Mid,0.53,165.15,91.7,0.963,476.16,63.05,539.21
2026-04-14,RBT0189,Cybercab,Miami FL,Tesla Fleet,Sensor Failure,Mid,2.56,328.18,86.31,0.91,1594.49,257.77,1852.26
